"","pdf_name","keyword","page_num","line_num","line_text","header","point_num"
"211","Sample file-1.pdf","Intellectual property",43,9,"Supplier Group-owned Intellectual Property Rights 422.1 To the extent that the Supplier makes available, in connection with the  provision of the Services, any Intellectual Property Rights owned by any  | member of the Supplier Group or any sub-contractor (""Supplier IPR""), the Supplier hereby grants to Clifford Chance and each Authorised User, a royalty free, non-exclusive, non-transferable licence to use such Supplier IPR for the purpose of receiving the benefit of the Services.","","42.2"
"212","Sample file-1.pdf","Intellectual property",43,14,"Third Party-owned Intellectual Property Rights  423.1 To the extent that either Party makes available, in connection with its  DL performance of its obligations under this Agreement, any Intellectual Property  UK 22 75300-VISA _ 39 .","",""
"213","Sample file-1.pdf","Termination",43,12,"The licence in this sub-clause 42.2.3 shall be perpetual and shall not terminate at the end of the term of, or upon termination of, this Agreement.","",""
"214","Sample file-1.pdf","Terminate",43,10,"The licence granted in sub-clause 42.2.1 shall terminate, in respect of any Supplier IPR, when that Supplier IPR is no longer required to be able to receive the benefit of the Services, and shall in any event terminate in respect of all Supplier IPR at the end of the term of this Agreement.","","42.2.2"
"215","Sample file-1.pdf","Terminate",43,12,"The licence in this sub-clause 42.2.3 shall be perpetual and shall not terminate at the end of the term of, or upon termination of, this Agreement.","",""
"216","Sample file-1.pdf","Termination",43,12,"The licence in this sub-clause 42.2.3 shall be perpetual and shall not terminate at the end of the term of, or upon termination of, this Agreement.","",""
"217","Sample file-1.pdf","Intellectual property",44,4,"Clifford Chance-owned Intellectual Property Rights  4241 To the extent that Clifford Chance makes available, in connection with its performance of its obligations under this Agreement, any Intellectual Property Rights owned by any member of the Clifford Chance Group or any subcontractor (""CC IPR""), Clifford Chance hereby grants to the Supplier a royalty free non-exclusive licence to use such CC IPR for the purpose of performing the Services.","","42.4"
"218","Sample file-1.pdf","Intellectual property",44,6,"Intellectual Property Rights Created Under This Agreement  42.5.1 Subject to the licences granted in Clause 42.2 and the provisions of Clause 42.5.2, it is acknowledged that any Intellectual Property Rights created by the Supplier in performing its obligations under this Agreement shall remain with the Supplier.","","42.5"
"219","Sample file-1.pdf","Intellectual property",44,7,"Subject to Clause 42.1, if the Supplier specifically creates any knowledge article for Clifford Chance as part of its performance of its obligations under this Agreement, then the Intellectual Property Rights in such knowledge article shall as between the parties belong to Clifford Chance absolutely and the Supplier shall, and shall ensure that each member of the Supplier Group and each sub contractor shall, take all steps and execute all documents required by Clifford Chance to give effect to this clause at Clifford Chance<92>s request.","","42.5.2"
"220","Sample file-1.pdf","Terminate",44,3,"The licence granted in sub-clause 42.3.1 shall terminate, in respect of any Third Party IPR, when that Third Party IPR is no longer required to be able to  - receive the benefit of the Services, and shall in any event terminate in respect of all Third Party IPR at the end of the term of this Agreement.","",""
"221","Sample file-1.pdf","Terminate",44,5,"The licence granted in sub-clause 42.4.1 shall terminate, in respect of any CC IPR, when that CC IPR is no longer required for the Supplier to perform the Services, and shall in any event terminate in respect of all CC IPR at the end of the term of this Agreement.","","12.4.2"
"222","Sample file-1.pdf","Terminate",53,7,"Failure to meet any service level requirements set out as a ""Baseline Target"" (or a | ""Desired Target"", once it has become effective in accordance with paragraph 2.2 below) shall give Clifford Chance a right to terminate this Agreement under Clause 25.2.7.","",""
"223","Sample file-1.pdf","Terminate",58,1,"connected with the Service Desk first-line analyst on the telephone and ends when the telephone call is terminated by the Service Desk first-line analyst. e AHT<97>~<97> Average Hold Time <a2> AWT <97> The average time spent by an Service Desk first-line analyst post the telephone call with the client for finishing up any work remaining for that specific call.","","7"
"224","Sample file-1.pdf","Terminate",58,2,"The clock starts when the telephone call is terminated by the Service Desk first-line analyst and ends when the analyst makes themselves a available on the ACD.","",""
"225","Sample file-1.pdf","Intellectual property",78,6,"MicroXchange will remain the intellectual property of the Supplier and will ee not transfer to Clifford Chance or any other party after the term of the contract. - However the knowledge articles will be Clifford Chance<92>s intellectual - property, and will be returned to Clifford Chance after the contract expires, in o the same native data structure format as used in MicroXchange.","","2.8.6"
"226","Sample file-1.pdf","Terminate",79,4,"The timelines in the implementation plan will be reviewed and modified in : accordance with the Governance process (Schedule 6) . | 4 lor the avoidance of doubt, any failure of the Supplier to meet the implementation timelines, for reasons that are in Supplier<92>s control, will give rise to a right of Clifford o Chance to terminate this Agreement under Clause 25.2. af I.).","","1.3"
"227","Sample file-1.pdf","Termination",92,3,"With respect to expiry or termination of the contract for any reason, the Supplier and Clifford Chance will provide each other with any reasonable co-operation and - assistance necessary to ensure that an orderly transfer is achieved to Clifford Chance or a New Supplier with minimal disruption of the services, functions and Operations | which were provided prior to expiry or termination. be [3 The Supplier will perform, support and offer reasonable assistance in connection with | such transfer including in accordance with the Exit Plan.","","1.2"
